model;year;mileage;engine_type;price;gearbox;brand
Citroën C5 Aircross;2023;11 361 km;Essence;30 248 €;Automatique;PureTech 130 S&S EAT8 Shine
DS 4;2023;6 267 km;Diesel;38 950 €;Automatique;BlueHDi 130 EAT8 Rivoli
Citroën Jumpy;2023;1 km;Diesel;30 550 €;Manuelle;FGN M BLUEHDI 120 S&S BVM6
Citroën C5 Aircross;2023;4 185 km;Essence;30 598 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C3;2023;526 km;Essence;20 139 €;Manuelle;PureTech 110 S&S BVM6 shine
DS 3;2023;6 214 km;Essence;33 600 €;Automatique;Crossback PureTech 130 EAT8 Rivoli
Citroën Berlingo;2019;91 787 km;Diesel;14 350 €;Manuelle;VAN M 650 BLUEHDI 100 S&S CLUB
Citroën C5 Aircross;2023;1 266 km;Essence;30 816 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;4 797 km;Essence;30 743 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;11 348 km;Hybride rechargeable;43 285 €;Automatique;Hybride Rechargeable 225 e-EAT8 Feel Pack
DS 3;2023;7 563 km;Diesel;33 450 €;Automatique;BlueHDi 130 EAT8 Rivoli
Peugeot 208;2020;41 868 km;Diesel;11 250 €;Manuelle;BLUEHDI 100 S&S BVM5 PREMIUM PACK
Citroën C5 X;2023;6 085 km;Hybride rechargeable;46 901 €;Automatique;Hybride Rechargeable 225 S&S e-EAT8 Shine Pack
Citroën C5 Aircross;2023;3 301 km;Essence;30 500 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 408;2023;4 913 km;Essence;37 150 €;Automatique;PureTech 130 ch S&S EAT8 GT
DS 4;2023;11 056 km;Hybride rechargeable;46 750 €;Automatique;Hybride E-Tense 225 EAT8 Rivoli
Citroën C5 X;2023;6 969 km;Hybride rechargeable;48 903 €;Automatique;Hybride Rechargeable 225 S&S e-EAT8 Shine Pack
Citroën Jumpy;2023;5 km;Diesel;30 750 €;Manuelle;FGN M BLUEHDI 120 S&S BVM6
Citroën C5 Aircross;2023;11 483 km;Hybride rechargeable;44 322 €;Automatique;Hybride rechargeable 225 e-EAT8 Shine
Peugeot 308;2018;46 015 km;Diesel;12 050 €;Manuelle;BLUEHDI 100 S&S BVM6 PREMIUM PACK
DS 7;2023;816 km;Hybride rechargeable;50 500 €;Automatique;CROSSBACK Hybride Rechargeable E-Tense 300 EAT8 4x4 Performa
Citroën C5 Aircross;2023;11 773 km;Diesel;33 696 €;Automatique;BlueHDi 130 S&S EAT8 SHINE
Citroën Jumpy;2023;5 km;Diesel;29 900 €;Manuelle;FGN M BLUEHDI 120 S&S BVM6
Citroën C5 X;2023;3 373 km;Essence;37 030 €;Automatique;PureTech 180 S&S EAT8 Shine
Citroën C3 Aircross;2023;10 610 km;Diesel;21 500 €;Manuelle;BlueHDi 110 S&S BVM6 Shine
Citroën C3;2022;17 693 km;Essence;16 248 €;Manuelle;PureTech 83 S&S BVM5 Shine
Peugeot 508;2023;2 km;Hybride rechargeable;53 250 €;Automatique;Hybrid 225 e-EAT8 Allure
Citroën C5 Aircross;2023;3 094 km;Diesel;34 150 €;Automatique;BlueHDi 130 S&S EAT8 SHINE
Citroën C4 X;2023;6 547 km;Diesel;32 650 €;Automatique;BlueHDi 130 S&S EAT8 Shine Pack
Peugeot 208;2023;11 763 km;Essence;21 600 €;Manuelle;PureTech 100 S&S BVM6 Allure Pack
Citroën C4;2023;2 093 km;Essence;25 278 €;Manuelle;PureTech 130 S&S BVM6 Shine
Citroën C4 X;2023;5 090 km;Diesel;30 900 €;Automatique;BlueHDi 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;2 859 km;Essence;36 343 €;Automatique;Hybride 136 e-DCS6 Max
Peugeot 3008;2023;8 780 km;Hybride rechargeable;46 322 €;Automatique;Hybrid 225 e-EAT8 GT
Peugeot 208;2023;7 457 km;Essence;21 750 €;Manuelle;PureTech 100 S&S BVM6 Allure Pack
Peugeot 2008;2023;7 345 km;Diesel;28 900 €;Automatique;BlueHDi 130 S&S EAT8 Allure Pack
Peugeot 2008;2023;18 127 km;Diesel;28 500 €;Automatique;BlueHDi 130 S&S EAT8 Allure Pack
Peugeot 308;2023;6 686 km;Diesel;31 050 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 5008;2023;8 500 km;Diesel;38 100 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;11 276 km;Essence;31 850 €;Automatique;Puretech 130ch S&S EAT8 Allure Pack
Peugeot 208;2023;4 461 km;Essence;22 150 €;Manuelle;PureTech 100 S&S BVM6 Allure Pack
Peugeot 3008;2023;2 536 km;Diesel;33 800 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 308;2023;4 932 km;Diesel;31 050 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Citroën C3;2023;10 843 km;Essence;19 828 €;Manuelle;PureTech 110 S&S BVM6 shine
Peugeot 2008;2023;12 615 km;Diesel;28 695 €;Automatique;BlueHDi 130 S&S EAT8 Allure Pack
Peugeot 3008;2023;4 721 km;Hybride rechargeable;47 870 €;Automatique;Hybrid 225 e-EAT8 GT
Citroën C5 X;2023;6 990 km;Hybride rechargeable;48 455 €;Automatique;Hybride Rechargeable 225 S&S e-EAT8 Shine Pack
Peugeot 208;2023;4 839 km;Essence;22 955 €;Automatique;PureTech 100 S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;10 132 km;Hybride rechargeable;42 932 €;Automatique;Hybride Rechargeable 225 e-EAT8 Feel Pack
Peugeot Partner;2019;110 766 km;Diesel;13 266 €;Manuelle;FOURGON STANDARD 650 KG BLUEHDI 75 BVM5 PREMIUM
Peugeot 5008;2023;11 880 km;Diesel;35 990 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;5 421 km;Essence;30 568 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 5008;2023;9 255 km;Diesel;38 450 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Citroën C3 Aircross;2023;5 859 km;Diesel;22 704 €;Manuelle;BlueHDi 110 S&S BVM6 Shine
Peugeot 5008;2023;9 785 km;Diesel;36 750 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;4 661 km;Hybride rechargeable;48 403 €;Automatique;Hybrid 225 e-EAT8 GT
Citroën Berlingo;2022;3 296 km;Electrique;39 250 €;Automatique;e-Berlingo Taille XL 136 ch 100 kWh Automatique Fe
Peugeot 308;2023;7 102 km;Essence;28 990 €;Manuelle;SW PureTech 130ch S&S BVM6 Allure Pack
Peugeot 5008;2023;13 382 km;Diesel;35 950 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;2 623 km;Hybride rechargeable;49 500 €;Automatique;Hybrid 225 e-EAT8 GT
Peugeot 2008;2023;7 708 km;Essence;27 724 €;Automatique;PureTech 130 S&S EAT8 ALLURE PACK
Citroën Jumpy;2021;23 151 km;Diesel;34 400 €;Automatique;FGN XL BLUEHDI 180 S&S EAT8 DRIVER
Citroën C5 X;2023;4 428 km;Hybride rechargeable;48 609 €;Automatique;Hybride Rechargeable 225 S&S e-EAT8 Shine Pack
Peugeot 208;2023;4 423 km;Essence;22 150 €;Manuelle;PureTech 100 S&S BVM6 Allure Pack
Peugeot 208;2023;4 510 km;Essence;22 150 €;Manuelle;PureTech 100 S&S BVM6 Allure Pack
Peugeot 3008;2023;6 884 km;Diesel;33 550 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 2008;2023;6 194 km;Essence;27 800 €;Automatique;PureTech 130 S&S EAT8 ALLURE PACK
Peugeot 2008;2023;8 273 km;Diesel;29 007 €;Automatique;BlueHDi 130 S&S EAT8 Allure Pack
Peugeot 208;2023;3 544 km;Electrique;38 550 €;Automatique;Electrique 51 kWh 156ch GT
Peugeot 3008;2023;5 662 km;Diesel;35 675 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;4 438 km;Diesel;35 409 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;4 070 km;Hybride rechargeable;47 100 €;Automatique;Hybrid 225 e-EAT8 GT
Peugeot 3008;2023;5 812 km;Hybride rechargeable;47 530 €;Automatique;Hybrid 225 e-EAT8 GT
Peugeot 3008;2023;11 595 km;Diesel;32 700 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Citroën C3 Aircross;2023;5 811 km;Essence;24 550 €;Automatique;PureTech 130 S&S EAT6 Shine
Peugeot 208;2023;5 432 km;Essence;22 100 €;Manuelle;PureTech 100 S&S BVM6 Allure Pack
Peugeot 508;2023;4 204 km;Hybride rechargeable;51 000 €;Automatique;Hybrid 225 e-EAT8 Allure
Peugeot 5008;2023;5 539 km;Diesel;38 950 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 2008;2023;4 711 km;Essence;26 061 €;Manuelle;PureTech 130 S&S BVM6 Allure Pack
Peugeot 2008;2023;9 070 km;Essence;27 500 €;Automatique;PureTech 130 S&S EAT8 ALLURE PACK
Peugeot 508;2023;2 556 km;Hybride rechargeable;48 140 €;Automatique;Hybrid 225 e-EAT8 GT
DS 7;2022;5 758 km;Hybride rechargeable;63 500 €;Automatique;CROSSBACK Hybride Rechargeable E-Tense 300 EAT8 4x4 Esprit d
Peugeot 508;2023;4 700 km;Diesel;39 850 €;Automatique;SW BlueHDi 130 ch S&S EAT8 GT
Citroën C5 X;2022;7 825 km;Hybride rechargeable;39 500 €;Automatique;Hybride Rechargeable 225 S&S e-EAT8 Shine
Citroën C5 Aircross;2022;14 184 km;Diesel;31 500 €;Automatique;BlueHDi 130 S&S EAT8 Shine Pack
DS 4;2023;4 516 km;Hybride rechargeable;48 724 €;Automatique;Hybride E-Tense 225 EAT8 Esprit de Voyage
Citroën C5 X;2022;11 995 km;Essence;28 500 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2022;20 233 km;Essence;29 700 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C3;2023;14 747 km;Essence;19 688 €;Manuelle;PureTech 110 S&S BVM6 shine
DS 7;2022;12 281 km;Hybride rechargeable;55 700 €;Automatique;CROSSBACK Hybride Rechargeable E-Tense 225 EAT8 Opera
Citroën Berlingo;2018;58 812 km;Diesel;16 300 €;Manuelle;CAB APPROFONDIE XL BLUEHDi 100 CONFORT
DS 7;2022;16 970 km;Hybride rechargeable;61 233 €;Automatique;CROSSBACK Hybride Rechargeable E-Tense 225 EAT8 Opera
Citroën C3;2023;13 983 km;Essence;16 968 €;Manuelle;PureTech 83 S&S BVM5 C-Series
Citroën C3;2023;8 465 km;Essence;17 221 €;Manuelle;PureTech 83 S&S BVM5 C-Series
Peugeot 2008;2023;2 457 km;Essence;25 300 €;Manuelle;PureTech 100 S&S BVM6 Allure
Citroën C5 X;2022;14 677 km;Essence;28 490 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 X;2022;21 725 km;Essence;28 200 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 508;2023;4 709 km;Hybride rechargeable;47 650 €;Automatique;SW Hybrid 180 e-EAT8 Allure
Citroën C5 Aircross;2022;21 658 km;Diesel;25 850 €;Manuelle;BlueHDi 130 S&S BVM6 Feel
Citroën C3;2023;9 193 km;Diesel;20 764 €;Manuelle;BlueHDi 100 S&S BVM6 Shine
Citroën C4;2022;29 625 km;Diesel;21 550 €;Manuelle;BLUEHDI 110 S&S BVM6 FEEL
Citroën C3;2023;13 575 km;Essence;16 757 €;Manuelle;PureTech 83 S&S BVM5 C-Series
Citroën C5 X;2022;17 768 km;Essence;28 400 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C3;2023;14 941 km;Essence;19 546 €;Manuelle;PureTech 110 S&S BVM6 shine
Peugeot 3008;2023;26 039 km;Essence;30 600 €;Automatique;Puretech 130ch S&S EAT8 Allure Pack
Citroën C3;2023;4 605 km;Essence;19 637 €;Manuelle;PureTech 110 S&S BVM6 shine
Citroën C5 X;2022;12 764 km;Hybride rechargeable;40 100 €;Automatique;Hybride Rechargeable 225 S&S e-EAT8 Shine
Peugeot Partner;2019;87 188 km;Diesel;14 553 €;Manuelle;FOURGON STANDARD 650 KG BLUEHDI 75 BVM5 PREMIUM
Peugeot 5008;2023;7 276 km;Essence;36 000 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Citroën C3;2023;15 427 km;Essence;19 653 €;Manuelle;PureTech 110 S&S BVM6 shine
Peugeot Partner;2019;70 966 km;Diesel;14 994 €;Manuelle;FOURGON STANDARD 650 KG BLUEHDI 75 BVM5 PREMIUM
Citroën C4;2022;23 905 km;Essence;22 116 €;Manuelle;PureTech 130 S&S BVM6 Feel Pack
DS 4;2022;22 810 km;Essence;34 450 €;Automatique;PureTech 130 EAT8 Rivoli
Peugeot 408;2022;14 230 km;Hybride rechargeable;42 350 €;Automatique;PHEV 225 e-EAT8 Allure Pack
Citroën C3;2023;11 771 km;Essence;16 803 €;Manuelle;PureTech 83 S&S BVM5 C-Series
DS 4;2023;7 148 km;Hybride rechargeable;47 550 €;Automatique;Hybride E-Tense 225 EAT8 Rivoli
Opel Crossland;2023;4 km;Diesel;30 682 €;Manuelle;1.5 D 110 ch BVM6 GS
Peugeot 208;2023;1 226 km;Electrique;39 150 €;Automatique;Electrique 51 kWh 156ch GT
Opel Crossland;2022;19 122 km;Diesel;21 521 €;Manuelle;1.5 D 110 CH BVM6 Elegance Business
Opel Corsa;2022;24 539 km;Essence;18 019 €;Manuelle;1.2 Turbo 100 ch BVM6 Elegance Business
Peugeot 208;2023;5 460 km;Electrique;37 151 €;Automatique;Electrique 51 kWh 156ch GT
DS 3;2023;4 727 km;Diesel;33 990 €;Automatique;BlueHDi 130 EAT8 Rivoli
Peugeot 3008;2023;5 420 km;Hybride rechargeable;47 550 €;Automatique;Hybrid 225 e-EAT8 GT
Opel Corsa;2022;9 692 km;Essence;15 679 €;Manuelle;1.2 75 CH BVM5 Edition
Citroën Berlingo;2018;125 742 km;Diesel;13 500 €;Manuelle;CAB APPROFONDIE XL BLUEHDi 100 CONFORT
Citroën C5 Aircross;2023;8 306 km;Essence;30 482 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 3008;2023;5 780 km;Hybride rechargeable;47 850 €;Automatique;Hybrid 225 e-EAT8 GT
Opel Crossland;2022;16 914 km;Essence;18 666 €;Manuelle;1.2 Turbo 110 ch BVM6 Edition
DS 4;2023;2 038 km;Diesel;37 700 €;Automatique;BlueHDi 130 EAT8 Rivoli
Citroën Berlingo;2018;141 157 km;Diesel;12 309 €;Manuelle;M BLUEHDI 100 S&S BUSINESS
Opel Corsa;2023;5 km;Essence;17 257 €;Manuelle;1.2 75 ch BVM5
Peugeot 208;2023;304 km;Essence;22 450 €;Manuelle;PureTech 100 S&S BVM6 Allure Pack
Opel Crossland;2022;16 158 km;Diesel;22 090 €;Manuelle;1.5 D 110 ch BVM6 GS Line
Citroën Berlingo;2018;81 598 km;Diesel;14 039 €;Manuelle;M BLUEHDI 100 S&S BUSINESS
Peugeot 2008;2023;5 km;Essence;26 050 €;Manuelle;PureTech 100 S&S BVM6 Allure
Peugeot 2008;2023;5 km;Essence;24 050 €;Manuelle;PureTech 100 S&S BVM6 Active
Peugeot 208;2023;1 364 km;Electrique;39 150 €;Automatique;Electrique 51 kWh 156ch GT
Peugeot 308;2023;5 km;Essence;30 700 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Peugeot 308;2023;2 396 km;Essence;28 900 €;Manuelle;SW PureTech 130ch S&S BVM6 Allure Pack
Peugeot 208;2023;1 645 km;Essence;22 350 €;Manuelle;PureTech 100 S&S BVM6 Allure Pack
Peugeot 308;2023;5 km;Essence;33 050 €;Automatique;PureTech 130ch S&S EAT8 GT
Peugeot 3008;2023;7 772 km;Diesel;35 497 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Citroën C3;2023;3 798 km;Essence;20 381 €;Manuelle;PureTech 110 S&S BVM6 shine
Peugeot 3008;2023;5 km;Essence;32 459 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
DS 9;2023;18 034 km;Essence;50 592 €;Automatique;9 PureTech 225 EAT8 Rivoli +
Citroën C5 X;2022;11 494 km;Essence;28 750 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 2008;2023;8 897 km;Diesel;29 550 €;Automatique;BlueHDi 130 S&S EAT8 Allure Pack
Citroën C4 X;2022;4 208 km;Electrique;39 550 €;Automatique;e-C4 X 136 ch Automatique Shine
Peugeot 208;2023;961 km;Essence;22 300 €;Manuelle;PureTech 100 S&S BVM6 Allure Pack
Citroën C5 Aircross;2023;2 213 km;Hybride rechargeable;44 508 €;Automatique;Hybride Rechargeable 180 e-EAT8 Shine
Peugeot 3008;2023;15 721 km;Diesel;37 500 €;Automatique;BlueHDi 130ch S&S EAT8 GT
Peugeot 408;2023;13 602 km;Essence;30 450 €;Automatique;PureTech 130 ch S&S EAT8 Allure
Peugeot 3008;2022;11 597 km;Essence;34 600 €;Automatique;Puretech 130ch S&S EAT8 GT Pack
Peugeot 5008;2023;16 947 km;Essence;36 230 €;Manuelle;PureTech 130ch S&S BVM6 GT
Citroën C5 X;2023;122 km;Hybride rechargeable;49 614 €;Automatique;Hybride Rechargeable 225 S&S e-EAT8 Shine Pack
Peugeot 308;2023;5 km;Essence;33 050 €;Automatique;PureTech 130ch S&S EAT8 GT
Citroën C5 Aircross;2023;1 656 km;Hybride rechargeable;43 638 €;Automatique;Hybride Rechargeable 180 e-EAT8 Shine
Peugeot 3008;2023;8 km;Essence;32 459 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
DS 4;2023;5 812 km;Hybride rechargeable;47 550 €;Automatique;Hybride E-Tense 225 EAT8 Rivoli
Peugeot 2008;2023;5 km;Essence;24 200 €;Manuelle;PureTech 100 S&S BVM6 Active
Peugeot 3008;2023;5 km;Essence;32 785 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Peugeot 2008;2022;6 592 km;Electrique;35 000 €;Automatique;Electrique 136 ch GT
Citroën C5 Aircross;2023;19 949 km;Diesel;30 400 €;Automatique;BlueHDi 130 S&S EAT8 SHINE
Peugeot 2008;2023;5 km;Essence;24 200 €;Manuelle;PureTech 100 S&S BVM6 Active
Peugeot 2008;2023;5 km;Essence;24 200 €;Manuelle;PureTech 100 S&S BVM6 Active
Peugeot 5008;2023;5 km;Essence;34 700 €;Manuelle;PureTech 130ch S&S BVM6 Active Pack
Peugeot 5008;2023;5 km;Essence;34 700 €;Manuelle;PureTech 130ch S&S BVM6 Active Pack
Peugeot 2008;2023;5 km;Essence;24 200 €;Manuelle;PureTech 100 S&S BVM6 Active
Peugeot 2008;2023;5 km;Essence;26 050 €;Manuelle;PureTech 100 S&S BVM6 Allure
Peugeot 3008;2023;9 km;Essence;32 176 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Citroën Berlingo;2018;72 612 km;Diesel;12 672 €;Manuelle;M BLUEHDI 100 CLUB
Peugeot 308;2023;5 km;Essence;29 877 €;Automatique;PureTech 130ch S&S EAT8 Allure
Peugeot 2008;2023;5 km;Essence;24 200 €;Manuelle;PureTech 100 S&S BVM6 Active
Peugeot 2008;2023;5 km;Essence;24 200 €;Manuelle;PureTech 100 S&S BVM6 Active
Peugeot 308;2023;5 km;Essence;30 700 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Peugeot 408;2023;4 702 km;Essence;33 650 €;Automatique;PureTech 130 ch S&S EAT8 Allure Pack
Peugeot 2008;2023;5 km;Essence;24 200 €;Manuelle;PureTech 100 S&S BVM6 Active
Peugeot 2008;2023;5 km;Essence;24 200 €;Manuelle;PureTech 100 S&S BVM6 Active
Peugeot 2008;2023;5 km;Essence;24 200 €;Manuelle;PureTech 100 S&S BVM6 Active
Peugeot 2008;2023;5 km;Essence;26 050 €;Manuelle;PureTech 100 S&S BVM6 Allure
Peugeot 308;2023;2 km;Essence;33 100 €;Automatique;PureTech 130ch S&S EAT8 GT
Peugeot 308;2023;2 967 km;Essence;29 500 €;Manuelle;SW PureTech 130ch S&S BVM6 Allure Pack
Peugeot 3008;2023;5 km;Essence;32 786 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Citroën Jumpy;2019;169 991 km;Diesel;16 627 €;Manuelle;CAB APPROFONDIE XL BLUEHDI 120 BVM6 CLUB 340 NM
Peugeot 2008;2023;5 km;Essence;26 050 €;Manuelle;PureTech 100 S&S BVM6 Allure
Peugeot 208;2023;17 249 km;Essence;22 912 €;Manuelle;PureTech 100 S&S BVM6 GT
Peugeot 2008;2023;5 km;Essence;24 200 €;Manuelle;PureTech 100 S&S BVM6 Active
Peugeot 2008;2023;5 km;Essence;24 200 €;Manuelle;PureTech 100 S&S BVM6 Active
Peugeot 2008;2023;5 km;Essence;26 050 €;Manuelle;PureTech 100 S&S BVM6 Allure
Peugeot 2008;2023;15 881 km;Essence;27 350 €;Automatique;PureTech 130 S&S EAT8 Allure
Citroën C3 Aircross;2023;19 278 km;Essence;21 965 €;Manuelle;PURETECH 110 S&S BVM6 SHINE
Citroën C3;2023;20 918 km;Essence;16 570 €;Manuelle;PureTech 83 S&S BVM5 C-Series
Peugeot 2008;2023;5 km;Essence;26 050 €;Manuelle;PureTech 100 S&S BVM6 Allure
Citroën C3;2023;14 710 km;Essence;16 860 €;Manuelle;PureTech 83 S&S BVM5 C-Series
Citroën C3;2023;11 803 km;Essence;19 240 €;Manuelle;PureTech 110 S&S BVM6 shine
Peugeot 208;2021;111 369 km;Diesel;12 154 €;Manuelle;BLUEHDI 100 S&S BVM6 PREMIUM PACK
Citroën C3;2022;21 396 km;Essence;17 464 €;Manuelle;PureTech 83 S&S BVM5 Shine
Peugeot 3008;2023;14 708 km;Diesel;36 350 €;Automatique;BlueHDi 130ch S&S EAT8 GT
Peugeot 3008;2023;17 806 km;Essence;30 611 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Peugeot 308;2023;12 182 km;Essence;25 450 €;Manuelle;PureTech 130ch S&S BVM6 Allure
Peugeot 5008;2023;13 699 km;Diesel;34 950 €;Automatique;BlueHDi 130ch S&S EAT8 Active Pack
Citroën C3;2023;11 658 km;Essence;17 069 €;Manuelle;PureTech 83 S&S BVM5 C-Series
Citroën C3;2023;14 228 km;Essence;19 582 €;Manuelle;PureTech 110 S&S BVM6 shine
Citroën C3;2023;20 222 km;Diesel;18 050 €;Manuelle;BlueHDi 100 S&S BVM6 C-Series
Citroën C3 Aircross;2022;22 770 km;Diesel;21 600 €;Manuelle;BlueHDi 110 S&S BVM6 Shine Pack
Citroën Berlingo;2020;123 470 km;Diesel;16 562 €;Automatique;VAN M 650 BLUEHDI 130 S&S EAT8 DRIVER
Peugeot 2008;2023;5 km;Essence;26 050 €;Manuelle;PureTech 100 S&S BVM6 Allure
Citroën C3 Aircross;2023;14 343 km;Essence;22 202 €;Manuelle;PURETECH 110 S&S BVM6 SHINE
Peugeot 208;2023;17 723 km;Essence;23 030 €;Manuelle;PureTech 100 S&S BVM6 GT
Citroën C3;2023;13 555 km;Essence;19 473 €;Manuelle;PureTech 110 S&S BVM6 shine
Peugeot 2008;2023;5 km;Essence;26 050 €;Manuelle;PureTech 100 S&S BVM6 Allure
Peugeot 2008;2023;5 km;Essence;26 050 €;Manuelle;PureTech 100 S&S BVM6 Allure
Peugeot 2008;2023;5 km;Essence;26 050 €;Manuelle;PureTech 100 S&S BVM6 Allure
Peugeot 308;2023;5 km;Essence;29 877 €;Automatique;PureTech 130ch S&S EAT8 Allure
Peugeot 2008;2023;5 km;Essence;26 050 €;Manuelle;PureTech 100 S&S BVM6 Allure
Peugeot 2008;2023;5 km;Essence;26 050 €;Manuelle;PureTech 100 S&S BVM6 Allure
Peugeot 2008;2023;5 km;Essence;26 050 €;Manuelle;PureTech 100 S&S BVM6 Allure
Peugeot 2008;2021;20 043 km;Essence;19 934 €;Manuelle;PureTech 100 S&S BVM6 Style
Peugeot 2008;2023;5 km;Essence;26 050 €;Manuelle;PureTech 100 S&S BVM6 Allure
Peugeot 2008;2023;1 km;Essence;26 050 €;Manuelle;PureTech 100 S&S BVM6 Allure
Citroën C5 Aircross;2023;21 463 km;Hybride rechargeable;42 468 €;Automatique;Hybride Rechargeable 225 e-EAT8 C-Series
Citroën C5 X;2022;5 540 km;Hybride rechargeable;43 250 €;Automatique;Hybride Rechargeable 225 S&S e-EAT8 Shine Pack
Peugeot 3008;2023;1 km;Essence;32 176 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Citroën C3;2023;11 848 km;Essence;16 825 €;Manuelle;PureTech 83 S&S BVM5 C-Series
Peugeot 5008;2023;19 304 km;Essence;36 331 €;Manuelle;PureTech 130ch S&S BVM6 GT
Citroën C5 Aircross;2023;22 132 km;Diesel;31 790 €;Automatique;BlueHDi 130 S&S EAT8 SHINE
Peugeot 2008;2023;5 km;Essence;26 050 €;Manuelle;PureTech 100 S&S BVM6 Allure
Peugeot Expert;2023;5 km;Diesel;29 200 €;Manuelle;FGN TOLE M BLUEHDI 120 S&S BVM6
Peugeot 508;2023;24 592 km;Diesel;37 300 €;Automatique;SW BlueHDi 130 ch S&S EAT8 GT Pack
Peugeot 208;2023;5 km;Essence;19 012 €;Manuelle;PureTech 75 S&S BVM5 Active Pack
Peugeot 2008;2023;5 km;Essence;26 050 €;Manuelle;PureTech 100 S&S BVM6 Allure
DS 4;2022;7 221 km;Essence;31 900 €;Automatique;PureTech 130 EAT8 Performance Line
Citroën C5 Aircross;2023;13 606 km;Hybride rechargeable;40 700 €;Automatique;Hybride Rechargeable 225 e-EAT8 Feel Pack
Citroën C5 Aircross;2023;8 001 km;Essence;30 482 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 2008;2023;4 306 km;Essence;27 900 €;Automatique;PureTech 130 S&S EAT8 ALLURE PACK
Peugeot Partner;2019;145 904 km;Diesel;12 900 €;Manuelle;FOURGON LONG 950 KG BLUEHDI 100 S&S BVM5 PREMIUM
Peugeot 208;2023;20 631 km;Essence;22 789 €;Manuelle;PureTech 100 S&S BVM6 GT
Peugeot 3008;2023;4 733 km;Diesel;33 600 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot Expert;2018;101 741 km;Diesel;19 200 €;Manuelle;FGN TOLE STANDARD 2.0  BLUEHDI 120 S&S BVM6 PREMIU
Peugeot 2008;2023;6 519 km;Diesel;29 800 €;Automatique;BlueHDi 130 S&S EAT8 Allure Pack
DS 4;2022;11 039 km;Hybride rechargeable;39 950 €;Automatique;Hybride E-Tense 225 EAT8 Cross Trocadero
Citroën C5 Aircross;2023;4 707 km;Essence;33 223 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 208;2023;4 035 km;Essence;22 050 €;Manuelle;PureTech 100 S&S BVM6 Allure Pack
Citroën C4 X;2022;8 866 km;Essence;29 500 €;Automatique;PureTech 130 S&S EAT8 Shine Pack
Peugeot 3008;2023;9 228 km;Diesel;34 976 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
